decade,genre1,genre2,movie_count,combination
1950,Action,History,35,Action + History
1950,Action,Horror,11,Action + Horror
1950,Action,Music,4,Action + Music
1950,Action,Musical,6,Action + Musical
1950,Action,Mystery,18,Action + Mystery
1950,Action,Romance,88,Action + Romance
1950,Action,Sci-Fi,31,Action + Sci-Fi
1950,Action,Sport,10,Action + Sport
1950,Action,Thriller,31,Action + Thriller
1950,Action,War,52,Action + War
1950,Action,Western,27,Action + Western
1950,Adventure,Animation,12,Adventure + Animation
1950,Adventure,Biography,26,Adventure + Biography
1950,Adventure,Comedy,137,Adventure + Comedy
1950,Adventure,Crime,121,Adventure + Crime
1950,Adventure,Documentary,28,Adventure + Documentary
1950,Adventure,Drama,634,Adventure + Drama
1950,Adventure,Family,108,Adventure + Family
1950,Adventure,Fantasy,106,Adventure + Fantasy
1950,Adventure,Film-Noir,1,Adventure + Film-Noir
1950,Adventure,History,78,Adventure + History
1950,Adventure,Horror,18,Adventure + Horror
1950,Adventure,Music,2,Adventure + Music
1950,Adventure,Musical,26,Adventure + Musical
1950,Adventure,Mystery,22,Adventure + Mystery
1950,Adventure,Romance,156,Adventure + Romance
1950,Adventure,Sci-Fi,34,Adventure + Sci-Fi
1950,Adventure,Sport,9,Adventure + Sport
1950,Adventure,Thriller,23,Adventure + Thriller
1950,Adventure,War,46,Adventure + War
1950,Adventure,Western,43,Adventure + Western
1950,Animation,Biography,1,Animation + Biography
1950,Animation,Comedy,33,Animation + Comedy
1950,Animation,Documentary,4,Animation + Documentary
1950,Animation,Drama,3,Animation + Drama
1950,Animation,Family,28,Animation + Family
1950,Animation,Fantasy,16,Animation + Fantasy
1950,Animation,History,1,Animation + History
1950,Animation,Music,2,Animation + Music
1950,Animation,Musical,1,Animation + Musical
1950,Animation,War,1,Animation + War
1950,Biography,Comedy,17,Biography + Comedy
1950,Biography,Crime,13,Biography + Crime
1950,Biography,Documentary,12,Biography + Documentary
1950,Biography,Drama,252,Biography + Drama
1950,Biography,Family,10,Biography + Family
1950,Biography,Fantasy,1,Biography + Fantasy
1950,Biography,Film-Noir,2,Biography + Film-Noir
1950,Biography,History,71,Biography + History
1950,Biography,Music,41,Biography + Music
1950,Biography,Musical,18,Biography + Musical
1950,Biography,Romance,21,Biography + Romance
1950,Biography,Sci-Fi,1,Biography + Sci-Fi
1950,Biography,Sport,9,Biography + Sport
1950,Biography,Thriller,2,Biography + Thriller
1950,Biography,War,27,Biography + War
1950,Biography,Western,5,Biography + Western
1950,Comedy,Crime,211,Comedy + Crime
1950,Comedy,Documentary,9,Comedy + Documentary
1950,Comedy,Drama,987,Comedy + Drama
1950,Comedy,Family,205,Comedy + Family
1950,Comedy,Fantasy,126,Comedy + Fantasy
1950,Comedy,Film-Noir,2,Comedy + Film-Noir
1950,Comedy,History,17,Comedy + History
1950,Comedy,Horror,26,Comedy + Horror
1950,Comedy,Music,189,Comedy + Music
1950,Comedy,Musical,630,Comedy + Musical
1950,Comedy,Mystery,44,Comedy + Mystery
1950,Comedy,Romance,777,Comedy + Romance
1950,Comedy,Sci-Fi,28,Comedy + Sci-Fi
1950,Comedy,Sport,28,Comedy + Sport
1950,Comedy,Thriller,25,Comedy + Thriller
1950,Comedy,War,55,Comedy + War
1950,Comedy,Western,57,Comedy + Western
1950,Crime,Drama,1405,Crime + Drama
1950,Crime,Family,16,Crime + Family
1950,Crime,Fantasy,9,Crime + Fantasy
1950,Crime,Film-Noir,343,Crime + Film-Noir
1950,Crime,History,9,Crime + History
1950,Crime,Horror,27,Crime + Horror
1950,Crime,Music,19,Crime + Music
1950,Crime,Musical,25,Crime + Musical
1950,Crime,Mystery,192,Crime + Mystery
1950,Crime,Romance,93,Crime + Romance
1950,Crime,Sci-Fi,13,Crime + Sci-Fi
1950,Crime,Sport,4,Crime + Sport
1950,Crime,Thriller,203,Crime + Thriller
1950,Crime,War,5,Crime + War
1950,Crime,Western,4,Crime + Western
1950,Documentary,Drama,36,Documentary + Drama
1950,Documentary,Family,13,Documentary + Family
1950,Documentary,Fantasy,1,Documentary + Fantasy
1950,Documentary,History,24,Documentary + History
1950,Documentary,Horror,1,Documentary + Horror
1950,Documentary,Music,30,Documentary + Music
1950,Documentary,Musical,5,Documentary + Musical
1950,Documentary,News,4,Documentary + News
1950,Documentary,Romance,3,Documentary + Romance
1950,Documentary,Sport,40,Documentary + Sport
1950,Documentary,War,26,Documentary + War
1950,Documentary,Western,2,Documentary + Western
1950,Drama,Family,338,Drama + Family
1950,Drama,Fantasy,138,Drama + Fantasy
1950,Drama,Film-Noir,391,Drama + Film-Noir
1950,Drama,History,363,Drama + History
1950,Drama,Horror,73,Drama + Horror
1950,Drama,Music,251,Drama + Music
1950,Drama,Musical,361,Drama + Musical
1950,Drama,Mystery,240,Drama + Mystery
1950,Drama,Romance,1545,Drama + Romance
1950,Drama,Sci-Fi,35,Drama + Sci-Fi
1950,Drama,Sport,77,Drama + Sport
1950,Drama,Thriller,285,Drama + Thriller
1950,Drama,War,550,Drama + War
1950,Drama,Western,708,Drama + Western
1950,Family,Fantasy,88,Family + Fantasy
1950,Family,History,1,Family + History
1950,Family,Horror,5,Family + Horror
1950,Family,Music,6,Family + Music
1950,Family,Musical,32,Family + Musical
1950,Family,Mystery,5,Family + Mystery
1950,Family,Romance,54,Family + Romance
1950,Family,Sci-Fi,13,Family + Sci-Fi
1950,Family,Sport,5,Family + Sport
1950,Family,War,2,Family + War
1950,Family,Western,8,Family + Western
1950,Fantasy,History,7,Fantasy + History
1950,Fantasy,Horror,30,Fantasy + Horror
1950,Fantasy,Music,7,Fantasy + Music
1950,Fantasy,Musical,29,Fantasy + Musical
1950,Fantasy,Mystery,15,Fantasy + Mystery
1950,Fantasy,Romance,40,Fantasy + Romance
1950,Fantasy,Sci-Fi,17,Fantasy + Sci-Fi
1950,Fantasy,Sport,2,Fantasy + Sport
1950,Fantasy,Thriller,2,Fantasy + Thriller
1950,Fantasy,War,1,Fantasy + War
1950,Film-Noir,Horror,2,Film-Noir + Horror
1950,Film-Noir,Music,1,Film-Noir + Music
1950,Film-Noir,Mystery,21,Film-Noir + Mystery
1950,Film-Noir,Romance,7,Film-Noir + Romance
1950,Film-Noir,Sport,5,Film-Noir + Sport
1950,Film-Noir,Thriller,23,Film-Noir + Thriller
1950,History,Music,5,History + Music
1950,History,Musical,14,History + Musical
1950,History,Mystery,4,History + Mystery
1950,History,News,2,History + News
1950,History,Romance,61,History + Romance
1950,History,Sport,2,History + Sport
1950,History,Thriller,9,History + Thriller
1950,History,War,55,History + War
1950,History,Western,4,History + Western
1950,Horror,Music,1,Horror + Music
1950,Horror,Musical,4,Horror + Musical
1950,Horror,Mystery,44,Horror + Mystery
1950,Horror,Romance,15,Horror + Romance
1950,Horror,Sci-Fi,128,Horror + Sci-Fi
1950,Horror,Thriller,27,Horror + Thriller
1950,Horror,Western,2,Horror + Western
1950,Music,Musical,13,Music + Musical
1950,Music,Mystery,1,Music + Mystery
1950,Music,Romance,95,Music + Romance
1950,Music,Sport,2,Music + Sport
1950,Music,Thriller,1,Music + Thriller
1950,Music,War,2,Music + War
1950,Music,Western,40,Music + Western
1950,Musical,Mystery,12,Musical + Mystery
1950,Musical,Romance,320,Musical + Romance
1950,Musical,Sci-Fi,2,Musical + Sci-Fi
1950,Musical,Sport,2,Musical + Sport
1950,Musical,Thriller,4,Musical + Thriller
1950,Musical,War,1,Musical + War
1950,Musical,Western,10,Musical + Western
1950,Mystery,Romance,34,Mystery + Romance
1950,Mystery,Sci-Fi,7,Mystery + Sci-Fi
1950,Mystery,Thriller,59,Mystery + Thriller
1950,Mystery,War,2,Mystery + War
1950,Mystery,Western,6,Mystery + Western
1950,News,Sport,2,News + Sport
1950,News,War,1,News + War
1950,Romance,Sci-Fi,9,Romance + Sci-Fi
1950,Romance,Sport,21,Romance + Sport
1950,Romance,Thriller,37,Romance + Thriller
1950,Romance,War,87,Romance + War
1950,Romance,Western,36,Romance + Western
1950,Sci-Fi,Thriller,20,Sci-Fi + Thriller
1950,Sci-Fi,War,1,Sci-Fi + War
1950,Sport,Thriller,1,Sport + Thriller
1950,Sport,War,1,Sport + War
1950,Sport,Western,1,Sport + Western
1950,Thriller,War,20,Thriller + War
1950,Thriller,Western,4,Thriller + Western
1950,War,Western,4,War + Western
1960,Action,Adventure,679,Action + Adventure
1960,Action,Animation,11,Action + Animation
1960,Action,Biography,10,Action + Biography
1960,Action,Comedy,298,Action + Comedy
1960,Action,Crime,806,Action + Crime
1960,Action,Documentary,3,Action + Documentary
1960,Action,Drama,1152,Action + Drama
1960,Action,Family,19,Action + Family
1960,Action,Fantasy,63,Action + Fantasy
1960,Action,History,88,Action + History
1960,Action,Horror,29,Action + Horror
1960,Action,Music,6,Action + Music
1960,Action,Musical,21,Action + Musical
1960,Action,Mystery,61,Action + Mystery
1960,Action,Romance,100,Action + Romance
1960,Action,Sci-Fi,37,Action + Sci-Fi
1960,Action,Sport,16,Action + Sport
1960,Action,Thriller,172,Action + Thriller
1960,Action,War,177,Action + War
1960,Action,Western,130,Action + Western
1960,Adult,Adventure,2,Adult + Adventure
1960,Adult,Comedy,2,Adult + Comedy
1960,Adult,Drama,8,Adult + Drama
1960,Adult,Romance,1,Adult + Romance
1960,Adult,Western,1,Adult + Western
1960,Adventure,Animation,40,Adventure + Animation
1960,Adventure,Biography,24,Adventure + Biography
1960,Adventure,Comedy,350,Adventure + Comedy
1960,Adventure,Crime,255,Adventure + Crime
1960,Adventure,Documentary,81,Adventure + Documentary
1960,Adventure,Drama,844,Adventure + Drama
1960,Adventure,Family,158,Adventure + Family
1960,Adventure,Fantasy,190,Adventure + Fantasy
1960,Adventure,History,115,Adventure + History
1960,Adventure,Horror,27,Adventure + Horror
1960,Adventure,Music,6,Adventure + Music
1960,Adventure,Musical,31,Adventure + Musical
1960,Adventure,Mystery,31,Adventure + Mystery
1960,Adventure,Romance,137,Adventure + Romance
1960,Adventure,Sci-Fi,56,Adventure + Sci-Fi
1960,Adventure,Sport,69,Adventure + Sport
1960,Adventure,Thriller,44,Adventure + Thriller
1960,Adventure,War,83,Adventure + War
1960,Adventure,Western,86,Adventure + Western
1960,Animation,Comedy,30,Animation + Comedy
1960,Animation,Documentary,7,Animation + Documentary
1960,Animation,Drama,11,Animation + Drama
1960,Animation,Family,26,Animation + Family
1960,Animation,Fantasy,11,Animation + Fantasy
1960,Animation,History,4,Animation + History
1960,Animation,Horror,1,Animation + Horror
1960,Animation,Musical,4,Animation + Musical
1960,Animation,Sci-Fi,2,Animation + Sci-Fi
1960,Animation,Western,1,Animation + Western
1960,Biography,Comedy,14,Biography + Comedy
1960,Biography,Crime,20,Biography + Crime
1960,Biography,Documentary,38,Biography + Documentary
1960,Biography,Drama,200,Biography + Drama
1960,Biography,Family,4,Biography + Family
1960,Biography,Fantasy,2,Biography + Fantasy
1960,Biography,History,88,Biography + History
1960,Biography,Horror,1,Biography + Horror
1960,Biography,Music,10,Biography + Music
1960,Biography,Musical,6,Biography + Musical
1960,Biography,Romance,9,Biography + Romance
1960,Biography,Sport,5,Biography + Sport
1960,Biography,Thriller,2,Biography + Thriller
1960,Biography,War,10,Biography + War
1960,Biography,Western,1,Biography + Western
1960,Comedy,Crime,400,Comedy + Crime
1960,Comedy,Documentary,32,Comedy + Documentary
1960,Comedy,Drama,1140,Comedy + Drama
1960,Comedy,Family,273,Comedy + Family
1960,Comedy,Fantasy,184,Comedy + Fantasy
1960,Comedy,History,34,Comedy + History
1960,Comedy,Horror,69,Comedy + Horror
1960,Comedy,Music,156,Comedy + Music
1960,Comedy,Musical,641,Comedy + Musical
1960,Comedy,Mystery,72,Comedy + Mystery
1960,Comedy,Romance,949,Comedy + Romance
1960,Comedy,Sci-Fi,81,Comedy + Sci-Fi
1960,Comedy,Sport,24,Comedy + Sport
1960,Comedy,Thriller,64,Comedy + Thriller
1960,Comedy,War,79,Comedy + War
1960,Comedy,Western,148,Comedy + Western
1960,Crime,Documentary,2,Crime + Documentary
1960,Crime,Drama,1376,Crime + Drama
1960,Crime,Family,25,Crime + Family
1960,Crime,Fantasy,14,Crime + Fantasy
1960,Crime,History,10,Crime + History
1960,Crime,Horror,87,Crime + Horror
1960,Crime,Music,15,Crime + Music
1960,Crime,Musical,30,Crime + Musical
1960,Crime,Mystery,267,Crime + Mystery
1960,Crime,Romance,116,Crime + Romance
1960,Crime,Sci-Fi,20,Crime + Sci-Fi
1960,Crime,Sport,5,Crime + Sport
1960,Crime,Thriller,316,Crime + Thriller
1960,Crime,War,8,Crime + War
1960,Crime,Western,9,Crime + Western
1960,Documentary,Drama,42,Documentary + Drama
1960,Documentary,Family,19,Documentary + Family
1960,Documentary,Fantasy,4,Documentary + Fantasy
1960,Documentary,History,65,Documentary + History
1960,Documentary,Horror,2,Documentary + Horror
1960,Documentary,Music,59,Documentary + Music
1960,Documentary,Musical,14,Documentary + Musical
1960,Documentary,News,5,Documentary + News
1960,Documentary,Reality-TV,1,Documentary + Reality-TV
1960,Documentary,Romance,1,Documentary + Romance
1960,Documentary,Sci-Fi,1,Documentary + Sci-Fi
1960,Documentary,Sport,121,Documentary + Sport
1960,Documentary,War,50,Documentary + War
1960,Drama,Family,376,Drama + Family
1960,Drama,Fantasy,167,Drama + Fantasy
1960,Drama,History,390,Drama + History
1960,Drama,Horror,219,Drama + Horror
1960,Drama,Music,144,Drama + Music
1960,Drama,Musical,373,Drama + Musical
1960,Drama,Mystery,329,Drama + Mystery
1960,Drama,Romance,2071,Drama + Romance
1960,Drama,Sci-Fi,48,Drama + Sci-Fi
1960,Drama,Sport,44,Drama + Sport
1960,Drama,Thriller,432,Drama + Thriller
1960,Drama,War,722,Drama + War
1960,Drama,Western,684,Drama + Western
1960,Family,Fantasy,98,Family + Fantasy
1960,Family,History,3,Family + History
1960,Family,Horror,3,Family + Horror
1960,Family,Music,9,Family + Music
1960,Family,Musical,57,Family + Musical
1960,Family,Mystery,9,Family + Mystery
1960,Family,Romance,47,Family + Romance
1960,Family,Sci-Fi,15,Family + Sci-Fi
1960,Family,Sport,2,Family + Sport
1960,Family,Thriller,1,Family + Thriller
1960,Family,War,7,Family + War
1960,Family,Western,7,Family + Western
1960,Fantasy,History,6,Fantasy + History
1960,Fantasy,Horror,62,Fantasy + Horror
1960,Fantasy,Music,8,Fantasy + Music
1960,Fantasy,Musical,46,Fantasy + Musical
1960,Fantasy,Mystery,16,Fantasy + Mystery
1960,Fantasy,Romance,55,Fantasy + Romance
1960,Fantasy,Sci-Fi,29,Fantasy + Sci-Fi
1960,Fantasy,Sport,1,Fantasy + Sport
1960,Fantasy,Thriller,4,Fantasy + Thriller
1960,Fantasy,War,2,Fantasy + War
1960,History,Horror,2,History + Horror
1960,History,Music,9,History + Music
1960,History,Musical,21,History + Musical
1960,History,Mystery,4,History + Mystery
1960,History,News,3,History + News
1960,History,Romance,59,History + Romance
1960,History,Sport,1,History + Sport
1960,History,Thriller,8,History + Thriller
1960,History,War,85,History + War
1960,History,Western,3,History + Western
1960,Horror,Music,1,Horror + Music
1960,Horror,Musical,5,Horror + Musical
1960,Horror,Mystery,141,Horror + Mystery
1960,Horror,Romance,14,Horror + Romance
1960,Horror,Sci-Fi,95,Horror + Sci-Fi
1960,Horror,Thriller,124,Horror + Thriller
1960,Horror,Western,4,Horror + Western
1960,Music,Musical,16,Music + Musical
1960,Music,Mystery,2,Music + Mystery
1960,Music,News,1,Music + News
1960,Music,Romance,69,Music + Romance
1960,Music,Sci-Fi,3,Music + Sci-Fi
1960,Music,Sport,2,Music + Sport
1960,Music,Thriller,1,Music + Thriller
1960,Music,War,2,Music + War
1960,Music,Western,3,Music + Western
1960,Musical,Mystery,14,Musical + Mystery
1960,Musical,Romance,284,Musical + Romance
1960,Musical,Sci-Fi,4,Musical + Sci-Fi
1960,Musical,Sport,1,Musical + Sport
1960,Musical,Thriller,7,Musical + Thriller
1960,Musical,War,11,Musical + War
1960,Musical,Western,18,Musical + Western
1960,Mystery,Romance,36,Mystery + Romance
1960,Mystery,Sci-Fi,17,Mystery + Sci-Fi
1960,Mystery,Thriller,162,Mystery + Thriller
1960,Mystery,War,7,Mystery + War
1960,Mystery,Western,8,Mystery + Western
1960,Romance,Sci-Fi,9,Romance + Sci-Fi
1960,Romance,Sport,3,Romance + Sport
1960,Romance,Thriller,42,Romance + Thriller
1960,Romance,War,93,Romance + War
1960,Romance,Western,33,Romance + Western
1960,Sci-Fi,Thriller,39,Sci-Fi + Thriller
1960,Sci-Fi,War,2,Sci-Fi + War
1960,Sci-Fi,Western,1,Sci-Fi + Western
1960,Sport,Thriller,1,Sport + Thriller
1960,Sport,War,3,Sport + War
1960,Thriller,War,17,Thriller + War
1960,Thriller,Western,4,Thriller + Western
1960,War,Western,7,War + Western
1970,Action,Adult,12,Action + Adult
1970,Action,Adventure,783,Action + Adventure
1970,Action,Animation,22,Action + Animation
1970,Action,Biography,39,Action + Biography
1970,Action,Comedy,511,Action + Comedy
1970,Action,Crime,1008,Action + Crime
1970,Action,Documentary,12,Action + Documentary
1970,Action,Drama,1681,Action + Drama
1970,Action,Family,31,Action + Family
1970,Action,Fantasy,109,Action + Fantasy
1970,Action,History,63,Action + History
1970,Action,Horror,62,Action + Horror
1970,Action,Music,7,Action + Music
1970,Action,Musical,32,Action + Musical
1970,Action,Mystery,52,Action + Mystery
1970,Action,Reality-TV,1,Action + Reality-TV
1970,Action,Romance,129,Action + Romance
1970,Action,Sci-Fi,71,Action + Sci-Fi
1970,Action,Sport,18,Action + Sport
1970,Action,Thriller,282,Action + Thriller
1970,Action,War,98,Action + War
1970,Action,Western,63,Action + Western
1970,Adult,Adventure,17,Adult + Adventure
1970,Adult,Animation,9,Adult + Animation
1970,Adult,Biography,4,Adult + Biography
1970,Adult,Comedy,501,Adult + Comedy
1970,Adult,Crime,165,Adult + Crime
1970,Adult,Documentary,34,Adult + Documentary
1970,Adult,Drama,365,Adult + Drama
1970,Adult,Fantasy,66,Adult + Fantasy
1970,Adult,History,4,Adult + History
1970,Adult,Horror,132,Adult + Horror
1970,Adult,Music,8,Adult + Music
1970,Adult,Musical,5,Adult + Musical
1970,Adult,Mystery,15,Adult + Mystery
1970,Adult,Romance,71,Adult + Romance
1970,Adult,Sci-Fi,15,Adult + Sci-Fi
1970,Adult,Sport,5,Adult + Sport
1970,Adult,Talk-Show,1,Adult + Talk-Show
1970,Adult,Thriller,37,Adult + Thriller
1970,Adult,War,1,Adult + War
1970,Adult,Western,22,Adult + Western
1970,Adventure,Animation,74,Adventure + Animation
1970,Adventure,Biography,20,Adventure + Biography
1970,Adventure,Comedy,410,Adventure + Comedy
1970,Adventure,Crime,248,Adventure + Crime
1970,Adventure,Documentary,56,Adventure + Documentary
1970,Adventure,Drama,751,Adventure + Drama
1970,Adventure,Family,209,Adventure + Family
1970,Adventure,Fantasy,182,Adventure + Fantasy
1970,Adventure,History,82,Adventure + History
1970,Adventure,Horror,66,Adventure + Horror
1970,Adventure,Music,3,Adventure + Music
1970,Adventure,Musical,25,Adventure + Musical
1970,Adventure,Mystery,29,Adventure + Mystery
1970,Adventure,News,1,Adventure + News
1970,Adventure,Romance,116,Adventure + Romance
1970,Adventure,Sci-Fi,56,Adventure + Sci-Fi
1970,Adventure,Sport,33,Adventure + Sport
1970,Adventure,Thriller,49,Adventure + Thriller
1970,Adventure,War,62,Adventure + War
1970,Adventure,Western,69,Adventure + Western
1970,Animation,Comedy,75,Animation + Comedy
1970,Animation,Crime,4,Animation + Crime
1970,Animation,Documentary,13,Animation + Documentary
1970,Animation,Drama,31,Animation + Drama
1970,Animation,Family,49,Animation + Family
1970,Animation,Fantasy,22,Animation + Fantasy
1970,Animation,History,3,Animation + History
1970,Animation,Music,3,Animation + Music
1970,Animation,Musical,3,Animation + Musical
1970,Animation,Sci-Fi,11,Animation + Sci-Fi
1970,Animation,Sport,6,Animation + Sport
1970,Animation,Western,1,Animation + Western
1970,Biography,Comedy,25,Biography + Comedy
1970,Biography,Crime,38,Biography + Crime
1970,Biography,Documentary,109,Biography + Documentary
1970,Biography,Drama,273,Biography + Drama
1970,Biography,Family,5,Biography + Family
1970,Biography,Fantasy,3,Biography + Fantasy
1970,Biography,History,123,Biography + History
1970,Biography,Horror,1,Biography + Horror
1970,Biography,Music,23,Biography + Music
1970,Biography,Musical,2,Biography + Musical
1970,Biography,Mystery,1,Biography + Mystery
1970,Biography,Romance,12,Biography + Romance
1970,Biography,Sport,15,Biography + Sport
1970,Biography,War,27,Biography + War
1970,Biography,Western,3,Biography + Western
1970,Comedy,Crime,477,Comedy + Crime
1970,Comedy,Documentary,30,Comedy + Documentary
1970,Comedy,Drama,1465,Comedy + Drama
1970,Comedy,Family,310,Comedy + Family
1970,Comedy,Fantasy,223,Comedy + Fantasy
1970,Comedy,History,46,Comedy + History
1970,Comedy,Horror,117,Comedy + Horror
1970,Comedy,Music,101,Comedy + Music
1970,Comedy,Musical,301,Comedy + Musical
1970,Comedy,Mystery,71,Comedy + Mystery
1970,Comedy,Reality-TV,1,Comedy + Reality-TV
1970,Comedy,Romance,773,Comedy + Romance
1970,Comedy,Sci-Fi,87,Comedy + Sci-Fi
1970,Comedy,Sport,54,Comedy + Sport
1970,Comedy,Thriller,53,Comedy + Thriller
1970,Comedy,War,49,Comedy + War
1970,Comedy,Western,148,Comedy + Western
1970,Crime,Documentary,9,Crime + Documentary
1970,Crime,Drama,1627,Crime + Drama
1970,Crime,Family,35,Crime + Family
1970,Crime,Fantasy,8,Crime + Fantasy
1970,Crime,History,14,Crime + History
1970,Crime,Horror,193,Crime + Horror
1970,Crime,Music,9,Crime + Music
1970,Crime,Musical,17,Crime + Musical
1970,Crime,Mystery,221,Crime + Mystery
1970,Crime,Romance,117,Crime + Romance
1970,Crime,Sci-Fi,11,Crime + Sci-Fi
1970,Crime,Sport,3,Crime + Sport
1970,Crime,Talk-Show,1,Crime + Talk-Show
1970,Crime,Thriller,447,Crime + Thriller
1970,Crime,War,6,Crime + War
1970,Crime,Western,11,Crime + Western
1970,Documentary,Drama,96,Documentary + Drama
1970,Documentary,Family,21,Documentary + Family
1970,Documentary,Fantasy,2,Documentary + Fantasy
1970,Documentary,History,104,Documentary + History
1970,Documentary,Horror,12,Documentary + Horror
1970,Documentary,Music,177,Documentary + Music
1970,Documentary,Musical,22,Documentary + Musical
1970,Documentary,Mystery,8,Documentary + Mystery
1970,Documentary,News,5,Documentary + News
1970,Documentary,Reality-TV,2,Documentary + Reality-TV
1970,Documentary,Romance,4,Documentary + Romance
1970,Documentary,Sci-Fi,5,Documentary + Sci-Fi
1970,Documentary,Sport,139,Documentary + Sport
1970,Documentary,Talk-Show,1,Documentary + Talk-Show
1970,Documentary,Thriller,3,Documentary + Thriller
1970,Documentary,War,29,Documentary + War
1970,Documentary,Western,1,Documentary + Western
1970,Drama,Family,487,Drama + Family
1970,Drama,Fantasy,286,Drama + Fantasy
1970,Drama,History,423,Drama + History
1970,Drama,Horror,440,Drama + Horror
1970,Drama,Music,191,Drama + Music
1970,Drama,Musical,266,Drama + Musical
1970,Drama,Mystery,350,Drama + Mystery
1970,Drama,News,1,Drama + News
1970,Drama,Romance,2037,Drama + Romance
1970,Drama,Sci-Fi,84,Drama + Sci-Fi
1970,Drama,Sport,96,Drama + Sport
1970,Drama,Talk-Show,1,Drama + Talk-Show
1970,Drama,Thriller,631,Drama + Thriller
1970,Drama,War,508,Drama + War
1970,Drama,Western,408,Drama + Western
1970,Family,Fantasy,124,Family + Fantasy
1970,Family,History,8,Family + History
1970,Family,Horror,3,Family + Horror
1970,Family,Music,8,Family + Music
1970,Family,Musical,61,Family + Musical
1970,Family,Mystery,11,Family + Mystery
1970,Family,Romance,53,Family + Romance
1970,Family,Sci-Fi,27,Family + Sci-Fi
1970,Family,Sport,18,Family + Sport
1970,Family,Thriller,6,Family + Thriller
1970,Family,War,7,Family + War
1970,Family,Western,17,Family + Western
1970,Fantasy,History,17,Fantasy + History
1970,Fantasy,Horror,116,Fantasy + Horror
1970,Fantasy,Music,7,Fantasy + Music
1970,Fantasy,Musical,40,Fantasy + Musical
1970,Fantasy,Mystery,27,Fantasy + Mystery
1970,Fantasy,Romance,53,Fantasy + Romance
1970,Fantasy,Sci-Fi,32,Fantasy + Sci-Fi
1970,Fantasy,Sport,1,Fantasy + Sport
1970,Fantasy,Thriller,11,Fantasy + Thriller
1970,Fantasy,War,1,Fantasy + War
1970,Fantasy,Western,2,Fantasy + Western
1970,History,Horror,6,History + Horror
1970,History,Music,10,History + Music
1970,History,Musical,9,History + Musical
1970,History,Mystery,3,History + Mystery
1970,History,News,1,History + News
1970,History,Romance,34,History + Romance
1970,History,Sci-Fi,1,History + Sci-Fi
1970,History,Sport,1,History + Sport
1970,History,Thriller,6,History + Thriller
1970,History,War,83,History + War
1970,History,Western,6,History + Western
1970,Horror,Music,4,Horror + Music
1970,Horror,Musical,4,Horror + Musical
1970,Horror,Mystery,252,Horror + Mystery
1970,Horror,Romance,30,Horror + Romance
1970,Horror,Sci-Fi,113,Horror + Sci-Fi
1970,Horror,Thriller,279,Horror + Thriller
1970,Horror,War,7,Horror + War
1970,Horror,Western,6,Horror + Western
1970,Music,Musical,24,Music + Musical
1970,Music,Mystery,4,Music + Mystery
1970,Music,Romance,66,Music + Romance
1970,Music,Sci-Fi,1,Music + Sci-Fi
1970,Music,Sport,2,Music + Sport
1970,Music,Thriller,1,Music + Thriller
1970,Music,War,1,Music + War
1970,Musical,Mystery,7,Musical + Mystery
1970,Musical,Romance,169,Musical + Romance
1970,Musical,Sci-Fi,4,Musical + Sci-Fi
1970,Musical,Sport,2,Musical + Sport
1970,Musical,Thriller,6,Musical + Thriller
1970,Musical,War,2,Musical + War
1970,Musical,Western,3,Musical + Western
1970,Mystery,Romance,39,Mystery + Romance
1970,Mystery,Sci-Fi,31,Mystery + Sci-Fi
1970,Mystery,Thriller,212,Mystery + Thriller
1970,Mystery,War,3,Mystery + War
1970,Mystery,Western,3,Mystery + Western
1970,News,Sport,1,News + Sport
1970,Romance,Sci-Fi,11,Romance + Sci-Fi
1970,Romance,Sport,12,Romance + Sport
1970,Romance,Thriller,52,Romance + Thriller
1970,Romance,War,55,Romance + War
1970,Romance,Western,18,Romance + Western
1970,Sci-Fi,Sport,2,Sci-Fi + Sport
1970,Sci-Fi,Thriller,33,Sci-Fi + Thriller
1970,Sport,War,2,Sport + War
1970,Thriller,War,17,Thriller + War
1970,Thriller,Western,1,Thriller + Western
1970,War,Western,4,War + Western
1980,Action,Adult,18,Action + Adult
1980,Action,Adventure,688,Action + Adventure
1980,Action,Animation,103,Action + Animation
1980,Action,Biography,38,Action + Biography
1980,Action,Comedy,718,Action + Comedy
1980,Action,Crime,1053,Action + Crime
1980,Action,Documentary,8,Action + Documentary
1980,Action,Drama,2024,Action + Drama
1980,Action,Family,83,Action + Family
1980,Action,Fantasy,193,Action + Fantasy
1980,Action,History,40,Action + History
1980,Action,Horror,158,Action + Horror
1980,Action,Music,12,Action + Music
1980,Action,Musical,34,Action + Musical
1980,Action,Mystery,72,Action + Mystery
1980,Action,Reality-TV,1,Action + Reality-TV
1980,Action,Romance,186,Action + Romance
1980,Action,Sci-Fi,189,Action + Sci-Fi
1980,Action,Sport,33,Action + Sport
1980,Action,Thriller,413,Action + Thriller
1980,Action,War,188,Action + War
1980,Action,Western,36,Action + Western
1980,Adult,Adventure,19,Adult + Adventure
1980,Adult,Animation,2,Adult + Animation
1980,Adult,Biography,4,Adult + Biography
1980,Adult,Comedy,342,Adult + Comedy
1980,Adult,Crime,69,Adult + Crime
1980,Adult,Documentary,11,Adult + Documentary
1980,Adult,Drama,224,Adult + Drama
1980,Adult,Fantasy,41,Adult + Fantasy
1980,Adult,History,2,Adult + History
